post_id,content
787,⁉️ Cập nhật đặc sản quê hương chưa các bác ơi...
788,"⁉️ Quốc Thiên có đang làm ơn mắc oán? 👀  Chiều ngày 9/6, công ty truyền thông TTV tổ chức buổi gặp mặt báo chí để công bố chính thức việc khởi kiện ca sĩ Quốc Thiên liên quan đến tranh chấp bản quyền ca khúc Mối Tình Không Tên.   Một chi tiết nổi cộm trong vụ kiện của Quốc Thiên chính là ban đầu, anh được mời thể hiện ca khúc Mối Tình Không Tên.  Phía TTV cấp quyền biểu diễn và cho phép Quốc Thiên đăng 2 video cover ca khúc này lên YouTube chính chủ. Và không thể phủ nhận, bản thân Quốc Thiên đã giúp Mối Tình Không Tên trở nên viral nhờ những sân khấu live và video cover.   Mạng xã hội bùng nổ tranh luận với nhiều ý kiến trái chiều về việc Quốc Thiên bị kiện. Vụ việc không chỉ đặt ra vấn đề pháp lý mà còn chạm đến một câu hỏi lớn hơn: đâu là ranh giới giữa tôn trọng bản quyền và cái gọi là “duyên âm nhạc” – khi một bài hát sống lại hoặc nổi tiếng nhờ giọng hát của người khác, không phải chính chủ?  Rất nhiều khán giả lên tiếng ủng hộ TTV, cho rằng việc kiện là cần thiết để bảo vệ quyền sở hữu trí tuệ. Theo đó, Quốc Thiên là nghệ sĩ chuyên nghiệp, từng tham gia nhiều chương trình lớn, không thể không hiểu về bản quyền. Dù có góp phần đưa bài hát đến gần khán giả nhưng điều đó không thể làm lu mờ trách nhiệm pháp lý. Việc sử dụng bài hát cho mục đích thương mại khi quyền khai thác đã thuộc về đơn vị khác là điều không thể biện minh. Quốc Thiên lâm vào thế khó khi trước đó, nhạc sĩ Lê Chí Trung cho phép biểu diễn chỉ thông qua tin nhắn, không có hợp đồng pháp lý. Thông tin này được Lê Chí Trung xác nhận ở sự kiện.  Tuy nhiên, ngược lại, không ít người lại đứng về phía Quốc Thiên, cho rằng anh đang “làm ơn mắc oán”. Vì ngay từ đầu, Quốc Thiên không chủ đích xin hát ca khúc này. Đến khi bài hát viral và được nhiều người yêu thích thì ekip sở hữu độc quyền lại yêu cầu ca sĩ cover không hát nữa. Bản thân ca sĩ Đình Nguyễn cũng thừa nhận nhờ Quốc Thiên mà Mối Tình Không Tên nổi lên, được khán giả biết đến."
789,👀 Phản ứng lạ của cư dân mạng về clip tấu hài của Bi Béo - con trai nghệ sĩ Xuân Bắc 👇
790,‼️ Vừa xảy ra tai nạn trên cao tốc Hà Nội – Hải Phòng…  Cầu mong không có thiệt hại về người.
791,"Khóc lóc khắp mạng xã hội tìm con ""mất tích"", cặp mẹ ruột cùng cha dượng hoá ra giấu kín bí mật động trời về cậu bé 10 tuổi..."
792,"‼️ Thanh lọc ""chiến thần livestream"" bán yến sào giả, quảng cáo lên mây nhưng chỉ toàn là nước đường 👇"
793,"🥰 Loạt ảnh Mai Davika được bạn trai Ter Chantavit cầu hôn với nhẫn kim cương khủng, trang trí hoa ngập nhà ❤️"
794,"🔴 ""Nữ bác sĩ cabin"" trải lòng về ước mơ ngành Y từ năm lớp 9, kể về kỳ thi khốc liệt hơn cả Đại học 👇"
795,"Quốc hội thông qua quyết định lịch sử: Cả nước có 34 tỉnh, thành"
796,‼️ Dừng tìm kiếm nạn nhân nghi mất tích ở 'hố tử thần' tại Bắc Kạn sau hơn 2 tuần.
797,"✨ Bị đào lại quá khứ, Ánh Sáng AZA hốt hoảng: ""Trời ơi, tại sao nó lại ở đây?"" 🤣"
798,"‼️ TPHCM: Thanh niên đi SH chặn đầu, đ-ập xe ô tô Mercedes và ngồi chặn trước đầu xe dù có lực lượng địa phương đến hiện trường 😢  Vụ việc xảy ra vào sáng 11/6 tại đường Trần Não, phường An Khánh. Người đi đường đã quay lại diễn biến, chia sẻ trên mạng xã hội.  Theo clip trên mạng, ô tô Mercedes BKS 30G- 023… lưu thông trên đường Trần Não, hướng từ đường Võ Nguyên Giáp về đường Lương Định Của. Khi đến địa điểm trên, một thanh niên đi SH đã chặn đầu ô tô.  Thanh niên này đ-ập phá xe Mercedes giữa đường.  Sau đó lực lượng chức năng có mặt tại hiện trường, thanh niên đi SH vẫn ngồi trước đầu ô tô Mercedes. Một lúc sau, khoảng 6 – 7 người công an, lực lượng địa phương khống chế thanh niên này đưa lên xe ô tô đặc chủng để về phường làm việc."
799,"‼️ Bão số 1 gây mưa lớn, người dân Đà Nẵng trắng đêm chạy lụt giữa mùa hè  Do ảnh hưởng của bão số 1 (tên quốc tế Wutip), từ tối 11 đến rạng sáng 12/6, Đà Nẵng có mưa lớn kéo dài, gây ngập sâu tại một số tuyến đường, khu dân cư. Nhiều hộ dân phải thức trắng đêm kê dọn tài sản, di chuyển người và phương tiện đến nơi an toàn."
800,"‼️ Một phụ nữ Trung Quốc 30 tuổi, A, đã bị cảnh sát quận Yongsan, Seoul bắt giữ với tội danh cố xâm nhập vào nhà của Jungkook (BTS).  Vào khoảng 11h20 tối qua (ngày 11/6), A đã đến nhà Jungkook tại khu Yongsan, Seoul và liên tục thử nhập mật khẩu cửa chính. Cô đã bị cảnh sát bắt giữ sau khi nhận được thông báo từ người dân xung quanh."
801,‼️Vụ đổ trộm thực phẩm chức năng ở TP.HCM: Còn 1 kho hàng chưa kịp phi tang 🕵️
802,"🥲 Trấn Thành - người đàn ông ""khổ nhất"" Vbiz: Nói gì cũng bùng lên tranh cãi,  dễ xúc động nhưng không được phép khóc như người bình thường..."
803,6 tuần tuổi là thời điểm vàng để bảo vệ hệ miễn dịch chưa hoàn thiện của con bằng vắc-xin 6 trong 1. Ba mẹ nên lưu ý những điều sau đây để đảm bảo an toàn và hiệu quả tiêm chủng cho bé.
804,"🌿 Cảm nhận niềm vui lao động qua bộ ảnh người dân thu hoạch vải ❤️  Huyện Tân Yên nằm ở phía Tây Bắc của tỉnh Bắc Giang, với đặc điểm địa hình là đồi núi thấp xen với đồng bằng. Địa hình và khí hậu thuận lợi đã giúp nơi đây có điều kiện canh tác các loại quả theo mùa, và đặc biệt nổi tiếng với vải thiều chín sớm. Trong nhiều năm gần đây, vải thiều đã chinh phục nhiều thị trường quốc tế và trở thành nguồn thu nhập chính của bà con vùng này.  Những ngày tháng 6, đặt chân đến Phúc Hoà, ai cũng sẽ choáng ngợp bởi những quả đồi trập trùng sắc đỏ. Mỗi 7-8 giờ sáng, đường sá lại tắc bởi các xe chở vải nối đuôi nhau. Niềm vui phơi phới hiện rõ trên khuôn mặt của từng người.  Bài: Thu Thảo - Ảnh: Phạm Tú/"
805,🗣️ “Nghe bài TRÌNH chưa?” - Thế hệ cợt nhả biến bài rap diss của HIEUTHUHAI thành trò đùa toxic nhất Vpop 🙈
806,"Dáng vẻ lúc đi làm có thể xuề xoà, nhưng đi với vợ luôn là giao diện tốt nhất ❤️"
807,"💥 Rúng động ""chị T."" bị tố luadao cả showbiz Việt, nam MC hạng A cũng từng là nạn nhân 😢"
808,"🙎‍♀️ Cô chủ tiệm cơm gà đi thi Em Xinh: ""Gia đình tôi vẫn ở nhà thuê"""
809,‼️Đà Nẵng rạng sáng nay: Một số khu vực bị ngập do mưa lớn 😢
810,"PHẤN ĐẤU ĐỂ VỀ GIÀ CŨNG ĐƯỢC NHƯ NÀY 🤣 U80 1 NGÀY ĐẶT 19 ĐƠN TÓP TÓP   Bà 80 tuổi, tính tình dễ chịu con cháu yêu thương xóm giềng quý mến. Bà biết chơi phây, xem cả tóp tóp, cứ lướt thấy kênh ai dễ thương là bà follow rồi ủng hộ cho vài đơn hàng. Thế là ngày nào cũng có hàng gửi đến, shipper cũng mến bà luôn vì bà nhận hàng nhanh gọn, đi giao có một nơi mà ship cũng được công của cả mấy đơn liền.  Chưa hết, bà mua cho bà là một, bà mua cho con cháu là 10, mà mua là mua rất có tính toán chứ không phải bạ gì cũng lấy nhé. Ví dụ bà đặt tôm khô, mực khô, củ cải, miến dong, hạt nêm, xong lại quất thêm cây kéo để sơ chế thực phẩm, hạt nêm thì để nấu nước dùng, tối đến cả nhà ăn miến dong.  Tất cả số hàng của bà đều là tiền bà tự trả, con cháu có bảo để con trả bà cũng nhất định không. Ngày nào có hàng là bà trả ngày đó, không nợ, không bom, tuổi già chỉ mong dễ thương lại nhiều tiền như bà thôi 🥰  Ảnh và thông tin: Thaodienhanhphuctuoi54"
811,"Từ ""em không cho số"" đến ""em là vợ anh"" 😆"
812,"Cindy Lư đáp trả căng đét khi bị mỉa mai thiệp cưới màu đen ""như đám ma"" 🤭  ""Chị làm đám cưới đi chị, rồi đặt thiệp theo ý chị, chứ này đám cưới em, em thích màu gì thì em làm"" 🥱"
813,"😢 Dấu hiệu nhận biết sớm căn bệnh ung thư ngày càng tăng ca mắc, đặc biệt là người trẻ 👇"
814,"Chàng trai 23 tuổi bị đột quỵ trên bàn làm việc, di chứng liệt nửa người: Chạy KPI ""thêm 1 chút"" để rồi ""chậm cả đời"" 😔"
815,"🍉 Bổ dưa hấu, người đàn ông thấy hình 1 cái lưỡi bên trong, dân mạng ngỡ ngàng khi nghe giải thích 🥴"
816,🔴 Từ nay đến hết 31/12/2025: Người sinh vào 3 năm này sẽ được hưởng quyền lợi đặc biệt khi làm thẻ căn cước mới 💁‍♂️
817,"😍 ""Ma nữ đẹp nhất Thái Lan"" Mai Davika bất ngờ thông báo đính hôn, khoe nhẫn kim cương cực khủng! 💍"
818,"Ngủ sớm đi em, Do dự, Chạy thận mất"
819,"🤭 Cindy Lư đáp trả căng đét khi bị mỉa mai thiệp cưới màu đen ""như đám ma"""
820,Xong vụ này ở yên trong nhà hết 3 tháng hè luôn 😆
821,"🔥 Sau hơn 2 tháng Hằng Du Mục bị bắt tạm giam, Tôn Bằng đâm đơn kiện thay đổi quyền nuôi con: ""Khi cô ấy ra tòa, tôi sẽ đưa con đến thăm cô ấy"" 😳"
822,"Jessica Thanh Tú ""phẫn nộ"" vì bị hạ thấp uy tín, yêu cầu BTC Em Xinh đòi lại công bằng 😤"
823,"Tí thì bị nhảy mất con iphone, chị chủ đã xinh còn tỉnh nữa 😆"
824,"😍 Tiểu Vy đẹp tràn màn hình, bắn tín hiệu sắp về chung nhà với Rosé? 🤭"
825,Ui trời ơi 🥺
826,"Tối 11/6, cặp đôi vàng của showbiz Thái - Ter Chantavit và Mai Davika đã chính thức thông báo đính hôn, khép lại hành trình yêu nhau ngọt ngào bằng một cái kết đầy mộng mơ ❤  Chantavit nhẹ nhàng chia sẻ: ""Đã đính hôn rồi nha!"", còn Mai Davika chỉ thả một biểu tượng 💎."
827,Clip toàn cảnh vụ tai nạn đau lòng ở Hậu Giang: 3 mẹ con thiệt mạng sau cú va chạm với xe container
828,"""Bây giờ, chỉ còn con với những ký ức... và một khoảng trời vắng lặng đến nao lòng. Nếu có kiếp sau, con vẫn muốn làm con của cha mẹ"" 🖤   Ảnh: Cha Mei"
829,"🔴 CẬP NHẬT: Lịch công bố điểm thi, điểm chuẩn tất cả các tỉnh thành chính xác nhất 🔎"
830,"Hoạn nạn cùng chia, người tay trái, người tay phải. Anh em mình cứ thế thôi hẹ hẹ hẹ 🥲"
831,‼️‼️‼️  NÓNG: Công ty C.P. Việt Nam bị Sóc Trăng phạt 105 triệu đồng 👇
832,‼️ Thông tin mới nhất về đặt lịch phỏng vấn visa du học Mỹ 👇
833,"Chàng trai 23 tuổi bị đột quỵ trên bàn làm việc, phải cấp cứu mở h.ộp s.ọ, di chứng li.ệt nửa người: Chạy KPI ‘thêm 1 chút’ để rồi ‘chậm cả đời’.."
834,"Bức thư con gái yêu viết 11 năm trước hay bỏ vào túi áo bố, ấy thế mà bỗ vẫn giữ tới bây giờ 🥰"
835,"XÓT XA: GIA ĐÌNH 4 NGƯỜI ĐI XE MÁY VỀ QUÊ CHUẨN BỊ ĐÁM GIỖ THÌ BẤT NGỜ XẢY RA TNGT KHIẾN 3 MẸ CON TUVONG, NGƯỜI BỐ TIÊN LƯỢNG XẤ-U…  Trưa 11/6, trên con đường nhỏ dẫn vào ấp 8, xã Long Trị (thị xã Long Mỹ, tỉnh Hậu Giang), trời mưa lất phất, cờ tang ủ rũ, không khí tang tóc bao trùm. Hàng xóm, người thân đang vây kín căn nhà của ông D.V.H (59 tuổi) để chia sẻ nỗi đau mất con gái D.T.H.S. (33 tuổi) cùng hai cháu nhỏ (2 và 4 tuổi) vì TNGT.  Ở một góc nhà, nước mắt người mẹ già không ngừng lăn trên gương mặt hốc hác.   Gia đình 4 người đi xe máy về quê chuẩn bị đám giỗ thì bất ngờ xảy ra tai nạn khiến 3 mẹ con tuvong. Còn người chồng nhập viện trong tình trạng đa chấn thương, xuấ-t huyế-t nội s-ọ, tụ má-u trong não thất. Hiện tại, bệnh nhân được chuyển lên khoa hồi sức ngoại, đang thở máy nhưng tiên lượng xấ-u.  Hôm nay, trong tiếng kèn trống đám tang, dòng người lặng lẽ đến viếng các nạn nhân xấ-u số...  Theo Vietnamnet.vn"
836,Dự kiến khoảng 40.000 người tham gia lễ diễu binh kỷ niệm 80 năm Quốc khánh 2/9 👇
837,"Vĩnh Long: Mâu thuẫn từ việc dẫn thú cưng đi vệ sinh, 2 người phụ nữ xô xát dẫn đến 1 người tuvong 👇"
838,"CHỊ SUI 39 TUỔI GÂY SỐT TẠI ĐÁM CƯỚI CON GÁI VÌ QUÁ TRẺ ĐẸP 💕  trong buổi lễ gia tiên gây chú ý. Vẻ đẹp quý phái của “chị sui” Hậu Giang được nhiều người khen ngợi.  Theo tìm hiểu, cô dâu trong đám cưới gây chú ý là An Thư (quê Hậu Giang). Mẹ cô dâu năm nay 39 tuổi, hiện làm trong lĩnh vực xuất nhập khẩu gừng và rau củ quả.  An Thư cho hay, đám cưới của cô diễn ra vào ngày 5/6 vừa qua. Cô hạnh phúc khi lễ cưới diễn ra trọn vẹn, nhiều cảm xúc. Đặc biệt, khi đọc những lời khen của dân mạng dành cho mẹ đẻ, An Thư càng thêm xúc động.  “Tôi thật sự bất ngờ khi thấy mẹ được mọi người yêu mến, dành cho những lời khen ‘có cánh’ như xinh đẹp, trẻ trung, hiền hậu. Mẹ tôi cũng rất ngạc nhiên về điều này”, Thư chia sẻ.  An Thư là con gái cả, dưới cô có một em trai. Mẹ của An Thư thuộc tuýp phụ nữ của gia đình, luôn hết lòng vì chồng con, ít khi chăm chút cho bản thân. Riêng về ngoại hình, mẹ cô chỉ chăm sóc ở mức cơ bản chứ không quá kỹ càng.  “Dẫu vậy, mẹ tôi lúc nào cũng rạng rỡ và nhiều năng lượng. Có lẽ, mẹ xinh đẹp, trẻ trung là nhờ luôn sống vui vẻ, hay cười và có một gia đình hạnh phúc”, Thư nói.  Theo Vietnamnet.vn"
839,Cà phê Dạ Thảo bán 17 tấn hàng giả: Thương hiệu 20 năm giờ 'cửa đóng then cài' 👇  Theo VTC News
840,"Sau Kỳ Hân, đến Trí Thịt Bòa bị g.ãy x.ương mác khi đánh pickleball 4 tiếng 👇"
841,"Hà Nội: Chỉ ngủ 2 tiếng mỗi đêm, người phụ nữ nhập viện t.âm th.ần"
842,"🫣 Độc lạ: Một công ty Việt không trả lương thực tập, còn yêu cầu đóng chi phí 3 triệu/tháng để được... đi làm, cư dân mạng phản ứng trái chiều 👇"
843,Gợi ý cách xem phim trong giờ làm mà sếp không biết =)))  Video: nhân cách thứ hight he
844,"Chiến sĩ Công an cứu nạn người dân trong mưa lớn ❤️  Sáng ngày 10/6 vừa qua, trên địa bàn xã Vĩnh Chân, huyện Hạ Hòa xảy ra mưa lớn và kéo dài. Quá trình tuần tra trên Quốc lộ 2D, đoạn đình Trắng thuộc khu 3, xã Vĩnh Chân, huyện Hạ Hòa, tổ tuần tra Công an xã Vĩnh Chân phát hiện một phụ nữ nằm bất động ven đường.   Tổ tuần tra xác minh nhanh và xác định người phụ nữ trên là bà Trần Thị N, sinh năm 1975, ở khu 1, xã Vĩnh Chân, huyện Hạ Hòa. Quá trình tham gia giao thông trên Quốc lộ 2D theo hướng Thanh Ba đi Hạ Hòa, do mưa lớn, xe của bà N đã va chạm vào hộ lan ven đường.   Tình trạng sức khỏe của bà N lúc này yếu, dấu hiệu huyết áp cao, tiếp xúc kém, trên thân thể có một số điểm xây xát, chảy máu. Công an xã đã nhanh chóng tổ chức sơ cứu ban đầu và đưa bà N đến Trạm y tế xã Vĩnh Chân để cấp cứu.   Được sự hỗ trợ kịp thời của Tổ tuần tra Công an xã Vĩnh Chân, tình trạng sức khỏe của bà N đã ổn định. Cảm động trước hành động của lực lượng Công an xã, bà Trần Thị N và gia đình đã gửi lời cảm ơn đến lực lượng Công an xã.  Theo Công an tỉnh Phú Thọ"
845,Nóng: Tòa ra lệnh cấm qu:ấy r:ối và theo dõi Kim Soo Hyun 👇
846,"Thấy chiếc xe tải bất ngờ bốc khói, tài xế xe khách ra hiệu cho người lái, sau đó tất cả các xe đi ngang đều dừng lại, các bác tài thay nhau lấy bình chữa cháy, nước để dập khói 👏"
847,"🥰 Sau Quang Hải đến lượt Xuân Son chơi lớn mua xe tặng vợ, nàng WAG Brazil rưng rưng nói một điều 👇"
848,🔥 Phía Nguyễn Trần Duy Nhất lên tiếng về thông tin FC scam vé concert Chông Gai lên đến hàng trăm triệu đồng 👇
849,🔴 Fanpage Thông tin Chính phủ lên tiếng: Quân nhân không phải ngôi sao giải trí
850,"😢 S:ốc nặng với ""gương mặt r:ắn"" biến dạng của nữ ca sĩ hạng A sau vụ bị 🐕 c:ắn đến hủy dung"
851,"✨ Chiếc bánh cưới ""Hỷ sự hát bội"" của nghệ nhân Việt đoạt giải cao nhất tại đấu trường ẩm thực hàng đầu châu Á ❤️  Ngày 16/5 vừa qua, sân chơi danh giá Hong Kong International Culinary Classic (HKICC) - một trong những giải thưởng ẩm thực tầm cỡ châu Á - chính thức khép lại với sự tỏa sáng của những tài năng trẻ.   Trong số đó, cái tên Nguyễn Hữu Thiên Ân (26 tuổi) - một nghệ nhân bánh ngọt đến từ Việt Nam đã tạo dấu ấn mạnh mẽ khi giành giải cao nhất ở hạng mục Wedding Cake (bánh cưới) với tác phẩm nghệ thuật mang tên “Hỷ sự hát bội”."
852,"Không chỉ xuất hiện trên những tấm quảng cáo billboard cỡ lớn tại phố ẩm thực Nhật Bản, tương ớt Chinsu đã có mặt trên bàn ăn của nhiều Nhà hàng tại Tokyo, Osaka và được kết hợp đầy sáng tạo với các món ăn theo sở thích ẩm thực của thực khách tại đất nước mặt trời mọc.  #Masan #Chinsu #MSN"
853,"Hiện tại status này đã không còn trên trang của hoa hậu H'Hen Niê nữa, hổng biết anh Tuấn Khôi đã bị bờ lốc tiếp chưa 🤣"
854,‼️ 17 triệu người nằm trong vùng nguy hiểm khi bão nhiệt đới đầu tiên năm 2025 chính thức hình thành 👇
855,"‼️ Lê Anh Nuôi lên tiếng cho biết đang xuất hiện nhiều thông tin sai lệch, chưa chính xác về việc anh bán yến sào Đ.T.T vào năm 2024 gây hoang mang dư luận.   Anh cho biết đang thu thập lại các bằng chứng và tài liệu cụ thể để giải thích rõ ràng, minh bạch về sự việc.  Gần đây, cộng đồng mạng bàn tán xôn xao về sản phẩm yến sào Đ.T.T được nhiều KOL/KOC nổi tiếng như Phạm Thoại, Lê Anh Nuôi và Bác sĩ Cung từng bán trên livestream. Theo đó, sản phẩm này nhận nhiều nghi vấn, thắc mắc từ người tiêu dùng khi trong các phiên livestream đều được tung deal với mức giá rẻ ngỡ ngàng. Một hũ 70ml chỉ dao động từ 16 - 20k/hũ nhưng thành phần được quảng cáo lên tới 50% yến tươi."
856,‼️Nóng: Một hãng hàng không giá rẻ 20 năm tuổi tuyên bố sắp đóng cửa do thua lỗ nặng
857,Không rep một bữa mà giải thích cỡ đó 😂
858,🔥 NÓNG: MC Dustin Phúc Nguyễn lên tiếng khi dính vào vụ scam vé concert Anh Tài luadao hàng trăm triệu đồng 👇
859,Cặp đôi khiến nhiều người có thêm niềm tin vào tình yêu 🥰
860,"🌀 Áp thấp nhiệt đới đã mạnh lên thành bão số 1, có tên quốc tế là Wutip ‼️"
861,"‼️ Bác sĩ Cung công khai tin nhắn, hình ảnh làm việc với nhãn hàng yến giá rẻ  Gần đây, cộng đồng mạng bàn tán xôn xao về sản phẩm yến sào Đ.T.T được nhiều KOL/KOC nổi tiếng như Phạm Thoại, Lê Anh Nuôi và Bác sĩ Cung từng bán trên livestream. Theo đó, sản phẩm này nhận nhiều nghi vấn, thắc mắc từ người tiêu dùng khi trong các phiên livestream đều được tung deal với mức giá rẻ ngỡ ngàng. Một hũ 70ml chỉ dao động từ 16 - 20k/hũ nhưng thành phần được quảng cáo lên tới 50% yến tươi.  Trước làn sóng dư luận, Bác sĩ Cung (tên thật Trần Đức Cung) đã chính thức lên tiếng giải thích trên kênh TikTok có gần 804k người theo dõi của mình.   Theo đó, Bác sĩ Cung cho biết đã gặp Đ.T.T vào tháng 2/2024, trong một phiên livestream của người khác và được giới thiệu cũng như đã ăn thử sản phẩm yến sào.  Đến tháng 3/2024, Bác sĩ Cung và phía Đ.T.T có cùng lập nhóm để trao đổi về sản phẩm. Trong quá trình làm việc, anh cho biết đều hỏi rõ giấy tờ kiểm nghiệm của sản phẩm và được phía nhãn hàng cung cấp đầy đủ. Tiếp đến, Bác sĩ Cung yêu cầu được xem kĩ về nguồn nguyên liệu của sản phẩm nhằm tư vấn đến khách hàng. Thậm chí, ngày 12/4, Bác sĩ Cung còn trực tiếp đến nhà máy ở Bình Dương để xem quy trình sản xuất.  Về chi phí, Bác sĩ Cung công khai tin nhắn với phía nhãn hàng, cho biết chỉ xin 2 - 3% hoa hồng và lấy số tiền này để đi làm từ thiện.   Bác sĩ Cung khẳng định, mỗi phiên livestream về sản phẩm yến sào, đều có đại diện nhãn hàng có mặt chứng kiến. Lần cuối cùng anh quảng bá về sản phẩm này là từ 15/8/2024, sau đó ngừng hợp tác do có những định hướng khác trong việc kinh doanh trên các nền tảng MXH.  Hiện tại, khi ồn ào nổ ra, Bác sĩ Cung trực tiếp đối chất với nhãn hàng và nhận được được câu trả lời rằng sản phẩm vẫn đúng với công bố, theo quy định của pháp luật. Anh cũng cho hay do chưa có các thông tin chính xác từ các cơ quan chức năng nên sẽ không lên tiếng quy chụp sản phẩm cũng như nhãn hàng."
862,"‼️ Tài khoản fan của Duy Nhất bị tố scam hàng trăm triệu tiền vé ngay trước concert Chông Gai    Tối muộn 10/6, trên Threads bất ngờ viral hàng loạt bài đăng liên quan đến việc scam vé concert Chông Gai ngày thứ 5 và 6 sẽ diễn ra vào 14 - 15/6 tới đây tại Hưng Yên. Các bài đăng này chủ yếu nhắc đến page Facebook Cây Bàng Non của anh Duy Nhất (hay được gọi là Bàng) - tài khoản fan của anh tài Duy Nhất với 22k người theo dõi.  Theo ghi nhận, nhiều người hâm mộ đã chuyển khoản cho chủ nhân của page Bàng để mua vé concert “nội bộ”. Trong đó, nhiều người vì tin tưởng vào Bàng, thấy hay tương tác qua lại với VĐV Duy Nhất trên MXH lẫn ngoài đời nên đã chuyển khoản số tiền lớn, lên đến hàng chục triệu đồng.  Ở phần bình luận các bài đăng này, nhiều người cũng xác nhận đã chuyển khoản cho Bàng nhưng đến giờ vẫn chưa nhận được vé và mong muốn được trả tiền. Ai nấy đều bày tỏ sự bức xúc vì vừa có nguy cơ mất tiền mà không có vé xem concert, tuyên bố sẽ làm rõ vấn đề đến cùng.  Cũng trong đêm 10/6, tài khoản Cây bàng non của anh Duy Nhất đã liên tục lên tiếng về sự việc. Tại đây, những người khác cũng được gọi tên là MC kiêm YouTuber Dustin Phúc Nguyễn (chủ kênh Dustin On The Go) và T - người được cho là quản lý page Facebook Dustin On The Go.  Theo Bàng, mình quen T. từ sau Day 2 của concert Anh Trai Vượt Ngàn Chông Gai và 2 bên có tương tác qua lại. T. chủ động tặng áo (nhắn tin qua fanpage Dustin On The Go) và giúp đỡ Bàng tại Day 3 - 4 nên Bàng rất tin tưởng.  Khi Day 5 - 6 được tổ chức, T. nói rằng mình có thể mua vé nội bộ nên Bàng đã gom order từ những người follow mình, tổng cộng 144 vé. Hiện tại, Bàng không thể liên lạc được với T. sau 2 lần hứa hẹn có vé nên đã trình báo lên cơ quan chức năng.  Đến 0h35 ngày 11/6, Bàng cho biết mình đã liên hệ được với Dustin Phúc Nguyễn và cả 2 xin được cho thêm 24h để trình báo, làm việc với cơ quan chức năng. Đồng thời Bàng tiếp tục đề nghị T. trả lời mình và Dustin.  Về phía Dustin Phúc Nguyễn, nam YouTuber cũng đã đăng tải thông báo lên page lúc 0h47, cho biết “có hiện tượng mạo danh kênh để thực hiện một số hành vi bất chính”. Vì vậy Dustin đang nhờ cơ quan chức năng vào cuộc, sẽ có phản hồi chính thức."
863,⁉️ Xôn xao nghi vấn Taylor Swift đã bí mật kết hôn?
864,"‼️ Cảnh sát Thái Lan triệt phá nhóm lừa đảo người Việt trong khu đô thị cao cấp ở Bangkok: Hoạt động phức tạp, thu tới 32 tỷ đồng mỗi tháng  Nhóm này tạo các tài khoản mạng xã hội gi-ả m-ạo với hình ảnh người giàu có, thành đạt để dụ dỗ nạn nhân rơi vào lưới tình. Sau đó, họ dùng lời lẽ ngon ngọt để l-ừa nạn nhân chuyển tiền với nhiều lý do khác nhau, chẳng hạn như trả nợ."
865,"🔥 Sốc: Vụ tố ""đào lửa"" hàng trăm triệu tiền vé ngay trước concert Chông Gai khiến MXH dậy sóng lúc nửa đêm 👇"
866,"Top 3 nhân vật mà CĐM rất sợ họ ""ế show"" 🤣"
867,"‼️Áp thấp nhiệt đới có thể mạnh thành bão cấp 10, giật cấp 13"
868,"🔥 Bác sĩ Cung công khai tin nhắn, hình ảnh làm việc với nhãn hàng yến giá rẻ, còn Lê Anh Nuôi phản ứng lạ 👇"
869,"✨ Ngọc Trinh lại lên đồ siêu choáy flex body gợi cảm tại sự kiện, trưng trổ chiếc eo siêu thực nhưng nhìn mà...lạnh bụng giùm 🫣"
870,‼️ Danh sách các loại thực phẩm chức năng giả bị vứt bỏ tại TPHCM: Mua từ một “tập đoàn” quy mô mới bị triệt phá tại Hà Nội 👇
871,6/7 thành viên BTS đã xuất ngũ 💜  Mảnh ghép cuối cùng - Suga sẽ kết thúc đợt phục vụ quân đội vào ngày 21/6 sắp tới.
872,Quảng Ninh: Cô gái 16 tuổi suy gan sau khi giảm cân không đúng cách
873,"Huế: Ấm lòng hình ảnh hơn 400 cán bộ, chiến sĩ hỗ trợ người dân Thủy Tân thu hoạch hàng chục ha lúa giữa mưa bão <3"
874,"Hà Nội: Ngủ 2 tiếng mỗi đêm, người phụ nữ nhập viện tâm thần"
875,Nhìn sợ quá :(
876,Xót xa hình ảnh một bác trai vùng cao nằm viện nhưng vẫn phải ăn mèn mén thay cơm...
877,"Tại hiện trường, lực lượng chức năng phát hiện và thu giữ: 396 bao thức ăn hỗn hợp cho mèo loại 5kg mang nhãn hiệu Catsrang (có dấu hiệu giả mạo); 188 bao nguyên liệu loại 20kg không nhãn mác, nghi là thức ăn cho mèo dùng để chiết sang bao nhỏ; 42 túi zip không nhãn chứa thức ăn cho mèo; 830 tem nhãn phụ ghi thông tin Công ty TNHH Fusion Group – đơn vị độc quyền nhập khẩu sản phẩm chính hãng từ Hàn Quốc."
