post_id,content,comment_ids,label_from_content
1197,Vĩnh Long:  Án mạng xảy ra chỉ vì chuyện chó đi vệ sinh 🥴,"post_1197_cmt_1,post_1197_cmt_2,post_1197_cmt_3,post_1197_cmt_4,post_1197_cmt_5,post_1197_cmt_6,post_1197_cmt_7,post_1197_cmt_8,post_1197_cmt_9,post_1197_cmt_10,post_1197_cmt_11,post_1197_cmt_12,post_1197_cmt_13,post_1197_cmt_14,post_1197_cmt_15,post_1197_cmt_16,post_1197_cmt_17,post_1197_cmt_18,post_1197_cmt_19,post_1197_cmt_20,post_1197_cmt_21,post_1197_cmt_22,post_1197_cmt_23,post_1197_cmt_24,post_1197_cmt_25,post_1197_cmt_26,post_1197_cmt_27,post_1197_cmt_28,post_1197_cmt_29,post_1197_cmt_30,post_1197_cmt_31,post_1197_cmt_32,post_1197_cmt_33,post_1197_cmt_34,post_1197_cmt_35,post_1197_cmt_36,post_1197_cmt_37,post_1197_cmt_38,post_1197_cmt_39,post_1197_cmt_40,post_1197_cmt_41,post_1197_cmt_42,post_1197_cmt_43,post_1197_cmt_44,post_1197_cmt_45,post_1197_cmt_46,post_1197_cmt_47,post_1197_cmt_48,post_1197_cmt_49,post_1197_cmt_50",Tin tức xã hội
1198,"😠 Chủ shop hay cộc? Lý do đằng sau mới thật sự gây sốc!  Cộc vì khâu quản lý cửa hàng còn nhiều bất cập, vì thời buổi cạnh tranh mà không tối ưu thì khó sống, hàng tá nỗi lo mà người giải quyết chỉ có một, đau đầu, mất ngủ, stress.😵  👉 Nếu bạn đang cần một đồng minh thông thái, đừng bỏ qua phiên livestream của ACB vào lúc 19h ngày 12.06.2025. Bật mí tips vận hành thông minh, giải pháp quản lý cửa hàng hiệu quả, nhẹ nhàng. Có cả Bông Tím đến góp mặt, hứa hẹn một phiên live vừa có “chiêu”, vừa có “chill”!  #ACB #ACBONE #DongMinhThongThai #Tuongsinhdacloc #Loatingting #Loabanhang","post_1198_cmt_1,post_1198_cmt_2,post_1198_cmt_3,post_1198_cmt_4,post_1198_cmt_5,post_1198_cmt_6,post_1198_cmt_7,post_1198_cmt_8",Tin tức xã hội
1199,"Bệnh viện Đa khoa mới đây đã tiếp nhận 2 bệnh nhân thuộc khối nghỉ hè trong tình trạng chấn thương nặng nề.  Thăm khám sơ bộ trước khi chào buồng: bệnh nhân tỉnh táo, niêm mạc hồng hào, miệng la oai oái và nước mắt chảy rưng rưng.  Kết quả xquang cho hay cả 2 gặp chấn thương tại khuỷu tay, bác sĩ tiến hành sơ cứu và bó bột để cố định đôi cánh.  Hiện: bệnh nhân vui vẻ, sức khoẻ bình thường, mới đi mua xiên bẩn và nước ngọt về, trong thời gian nằm bệnh thấy hơi chán nên có ý định leo trèo thêm nhưng may mắn được các y bác sĩ ngăn cản kịp thời.  Anh là cánh tay trái của em, em là cánh tay phải của anh, anh em mình cứ thế thôi.  Chuyện được kể lại theo lời bốc phét của bệnh nhân giường bên  Ảnh: Hảo #Beatvn","post_1199_cmt_1,post_1199_cmt_2,post_1199_cmt_3,post_1199_cmt_4,post_1199_cmt_5,post_1199_cmt_6,post_1199_cmt_7,post_1199_cmt_8,post_1199_cmt_9,post_1199_cmt_10,post_1199_cmt_11,post_1199_cmt_12,post_1199_cmt_13,post_1199_cmt_14,post_1199_cmt_15,post_1199_cmt_16,post_1199_cmt_17,post_1199_cmt_18,post_1199_cmt_19,post_1199_cmt_20,post_1199_cmt_21,post_1199_cmt_22,post_1199_cmt_23,post_1199_cmt_24,post_1199_cmt_25,post_1199_cmt_26,post_1199_cmt_27,post_1199_cmt_28,post_1199_cmt_29,post_1199_cmt_30,post_1199_cmt_31,post_1199_cmt_32,post_1199_cmt_33,post_1199_cmt_34,post_1199_cmt_35,post_1199_cmt_36,post_1199_cmt_37,post_1199_cmt_38,post_1199_cmt_39,post_1199_cmt_40,post_1199_cmt_41,post_1199_cmt_42,post_1199_cmt_43,post_1199_cmt_44,post_1199_cmt_45,post_1199_cmt_46,post_1199_cmt_47,post_1199_cmt_48,post_1199_cmt_49,post_1199_cmt_50",Tin tức xã hội
1200,"BẠC LIÊU: NGHI NGỜ THỢ SỬA XE DÙNG ĐẦU ĐẠN 105MM LÀM ĐE CHẶT NAN HOA, ĐẠN NỔ KHIẾN THỢ SỬA XE TỬ VONG 😢  Sáng ngày 8/6, phường 1, thị xã Giá Rai đã bị rung chuyển bởi tiếng nổ lớn phát ra từ cửa hàng sửa xe của ông L.V.U.  Khi mọi người đến nơi xem xét tình hình thì ông U. đã tử vong.  Tại hiện trường vụ nổ, cơ quan chức năng phát hiện vật thể lạ nghi là đầu đạn 105mm nhưng được ông U. dùng làm đe kê chặt nan hoa....  Được biết, vật thể lạ trên được cha ông U. nhặt được và ông U. sử dụng làm đe kê chặt nan hoa cho khách đã hơn 20 năm nay.","post_1200_cmt_1,post_1200_cmt_2,post_1200_cmt_3,post_1200_cmt_4,post_1200_cmt_5,post_1200_cmt_6,post_1200_cmt_7,post_1200_cmt_8,post_1200_cmt_9,post_1200_cmt_10,post_1200_cmt_11,post_1200_cmt_12,post_1200_cmt_13,post_1200_cmt_14,post_1200_cmt_15,post_1200_cmt_16,post_1200_cmt_17,post_1200_cmt_18,post_1200_cmt_19,post_1200_cmt_20,post_1200_cmt_21,post_1200_cmt_22,post_1200_cmt_23,post_1200_cmt_24,post_1200_cmt_25,post_1200_cmt_26,post_1200_cmt_27,post_1200_cmt_28,post_1200_cmt_29,post_1200_cmt_30,post_1200_cmt_31,post_1200_cmt_32,post_1200_cmt_33,post_1200_cmt_34,post_1200_cmt_35,post_1200_cmt_36,post_1200_cmt_37,post_1200_cmt_38,post_1200_cmt_39,post_1200_cmt_40,post_1200_cmt_41,post_1200_cmt_42,post_1200_cmt_43,post_1200_cmt_44,post_1200_cmt_45,post_1200_cmt_46,post_1200_cmt_47,post_1200_cmt_48,post_1200_cmt_49,post_1200_cmt_50",Tin tức xã hội
1201,"PHẤN ĐẤU ĐỂ VỀ GIÀ CŨNG ĐƯỢC NHƯ NÀY 🤣  Bà 80 tuổi, tính tình dễ chịu con cháu yêu thương xóm giềng quý mến. Bà biết chơi phây, nhắn tin zalo, xem cả chít chót, cứ lướt thấy kênh ai dễ thương là bà follow rồi ủng hộ cho vài đơn hàng.  Thế là ngày nào cũng có hàng gửi đến, shipper cũng mến bà luôn vì bà nhận hàng nhanh gọn, một lần mua lại mua nhiều thành ra đi giao có một nơi mà ship cũng được công của cả mấy đơn liền.  Chưa hết, bà mua cho bà là một, bà mua thêm cho con cháu mà mua là mua rất có tính toán chứ không phải bạ gì cũng lấy nhé. Ví dụ bà đặt tôm khô, mực khô, củ cải, miến dong, hạt nêm, xong lại quất thêm cây kéo để sơ chế thực phẩm, hạt nêm thì để nấu nước dùng, tối đến cả nhà ăn miến dong 🤣  Tất cả số hàng của bà đều là tiền bà tự trả, con cháu có bảo để con trả bà cũng nhất định không. Ngày nào có hàng là bà trả ngày ní, không nợ, không bom, tuổi già chỉ mong dễ thương lại nhiều tiền như bà thôi 🧚‍♂️🧚‍♂️🧚‍♂️  Ảnh và thông tin: Thaodienhanhphuctuoi54 #Beatvn","post_1201_cmt_1,post_1201_cmt_2,post_1201_cmt_3,post_1201_cmt_4,post_1201_cmt_5,post_1201_cmt_6,post_1201_cmt_7,post_1201_cmt_8,post_1201_cmt_9,post_1201_cmt_10,post_1201_cmt_11,post_1201_cmt_12,post_1201_cmt_13,post_1201_cmt_14,post_1201_cmt_15,post_1201_cmt_16,post_1201_cmt_17,post_1201_cmt_18,post_1201_cmt_19,post_1201_cmt_20,post_1201_cmt_21,post_1201_cmt_22,post_1201_cmt_23,post_1201_cmt_24,post_1201_cmt_25,post_1201_cmt_26,post_1201_cmt_27,post_1201_cmt_28,post_1201_cmt_29,post_1201_cmt_30,post_1201_cmt_31,post_1201_cmt_32,post_1201_cmt_33,post_1201_cmt_34,post_1201_cmt_35,post_1201_cmt_36,post_1201_cmt_37,post_1201_cmt_38,post_1201_cmt_39,post_1201_cmt_40,post_1201_cmt_41,post_1201_cmt_42,post_1201_cmt_43,post_1201_cmt_44,post_1201_cmt_45,post_1201_cmt_46,post_1201_cmt_47,post_1201_cmt_48,post_1201_cmt_49,post_1201_cmt_50",Tin tức xã hội
1202,"TRÍ TUỆ SIÊU PHÀM CỦA ANH TRAI ĐẤT ĐỎ GIA LAI 🥰  Trong ảnh là anh C.V.P, chắc là Chu Văn gì đó, sống tại thị trấn Ia Kha, huyện Ia Grai, tỉnh Gia Lai.  Anh P. năm nay 36 tuổi. Vào ngày 22/5 anh P. lên công an xã Ia Dêr báo tin mình bị kẻ gian xịt hơi cay ở đoạn đường vắng cướp đi túi xách bên trong có 31 triệu đồng.  Xác định đây là hành vi nguy hiểm, lực lượng Công an đã vào cuộc xác minh và phát hiện anh P. chơi tiền ảo thua lỗ số tiền trên xong bốc phét chứ không có ai cướp cả.  Sau đó, anh P. bị phạt 2,5 triệu vì loan tin giả. Tổng vệ sinh anh P. lõm cái nhẹ 33,5 triệu VNĐ","post_1202_cmt_1,post_1202_cmt_2,post_1202_cmt_3,post_1202_cmt_4,post_1202_cmt_5,post_1202_cmt_6,post_1202_cmt_7,post_1202_cmt_8,post_1202_cmt_9,post_1202_cmt_10,post_1202_cmt_11,post_1202_cmt_12,post_1202_cmt_13,post_1202_cmt_14,post_1202_cmt_15,post_1202_cmt_16,post_1202_cmt_17,post_1202_cmt_18,post_1202_cmt_19,post_1202_cmt_20,post_1202_cmt_21,post_1202_cmt_22,post_1202_cmt_23,post_1202_cmt_24,post_1202_cmt_25,post_1202_cmt_26,post_1202_cmt_27,post_1202_cmt_28,post_1202_cmt_29,post_1202_cmt_30,post_1202_cmt_31,post_1202_cmt_32,post_1202_cmt_33,post_1202_cmt_34,post_1202_cmt_35,post_1202_cmt_36,post_1202_cmt_37,post_1202_cmt_38,post_1202_cmt_39,post_1202_cmt_40,post_1202_cmt_41,post_1202_cmt_42,post_1202_cmt_43,post_1202_cmt_44,post_1202_cmt_45,post_1202_cmt_46,post_1202_cmt_47,post_1202_cmt_48,post_1202_cmt_49,post_1202_cmt_50",Tin tức xã hội
1203,"LÀM XE ÔM TỰ HÀO KHÔNG CÁC BÁC?  - Trước khi làm những video viral trên mạng xã hội và trở nên nổi tiếng, em làm gì? - Em chạy xe ôm ạ?  Câu chuyện của một bạn tiktoker nổi tiếng nhưng lại là câu chuyện của rất nhiều anh em đang làm xe ôm công nghệ. Nhìn bạn ấy khóc trên sân khấu mà tự nhiên tôi cũng rơm rớm nước mắt. Cảm giác như được chia sẻ nỗi lòng với các đồng nghiệp chạy xe ôm vậy. Bọn tôi khóc không phải vì cảm thấy xấu hổ, mà thực sự là bọn tôi tự hào về bản thân nhiều lắm. Nghĩ về những ngày nắng nóng 40 độ, những ngày mưa gió mọi người đã về nhà nhưng mình thì vẫn đội mưa đi làm, nghĩ về những đồng tiền tự tay làm ra để trang trải cuộc sống hằng ngày, ăn những bữa cơm no... Nếu ai hỏi tôi làm xe ôm tự hào không bác thì tôi sẽ mạnh dạn nói rằng: Tôi rất tự hào.  Sáng tôi chạy xe, chiều tôi bán thêm hàng online, content tiktok, và tối mát lại chạy xe tiếp. Vừa làm xe ôm, vừa làm thêm các việc khác, tháng nào chăm chỉ có thể kiếm được gần 20 triệu đồng. Tôi không dám nói là chạy xe ôm còn hơn ngồi văn phòng lương 8 triệu. Nếu thế thì cộng đồng mạng lại lên án. Tôi vẫn thèm được ngồi văn phòng mát rượi như các bạn bè tôi chứ (dù lương 8 triệu nhưng sướng và có tương lai rõ ràng hơn). Nhưng mỗi người một hoàn cảnh, một lựa chọn, quan trọng là mình tự hào, mình luôn cố gắng để làm tốt công việc của mình. Thế là được.  Chỉ vài năm thôi, con xe xanh lè này sẽ giúp tôi có một khoản tiết kiệm đủ để mơ đến những ước mơ xa hơn. Biết đâu lúc đó lại lên đời mua con xe điện 4 bánh chạy tiếp (mà vẫn okela). Chỉ cần gia đình con cái mình sau này có nhiều lựa chọn hơn mình thì ngày hôm nay chạy xe ngoài đường 40 độ vẫn là akelo rồi.  - Anh Tùng, tài xế Xanh SM gửi về cho Beat","post_1203_cmt_1,post_1203_cmt_2,post_1203_cmt_3,post_1203_cmt_4,post_1203_cmt_5,post_1203_cmt_6,post_1203_cmt_7,post_1203_cmt_8,post_1203_cmt_9,post_1203_cmt_10,post_1203_cmt_11,post_1203_cmt_12,post_1203_cmt_13,post_1203_cmt_14,post_1203_cmt_15,post_1203_cmt_16,post_1203_cmt_17,post_1203_cmt_18,post_1203_cmt_19,post_1203_cmt_20,post_1203_cmt_21,post_1203_cmt_22",Tin tức xã hội
1204,"Cắt khẩn cấp cầu phao Phong Châu...  Lưu tốc dòng chảy tại vị trí cầu phao Phong Châu vượt quá 3m/s, Lữ đoàn 249, Binh chủng Công binh đã phải cắt khẩn cấp cầu phao Phong Châu.","post_1204_cmt_1,post_1204_cmt_2,post_1204_cmt_3,post_1204_cmt_4,post_1204_cmt_5,post_1204_cmt_7,post_1204_cmt_8,post_1204_cmt_9,post_1204_cmt_10,post_1204_cmt_11,post_1204_cmt_12,post_1204_cmt_13,post_1204_cmt_14,post_1204_cmt_15,post_1204_cmt_16,post_1204_cmt_17,post_1204_cmt_18,post_1204_cmt_19,post_1204_cmt_20,post_1204_cmt_21,post_1204_cmt_22,post_1204_cmt_23,post_1204_cmt_24,post_1204_cmt_25,post_1204_cmt_26,post_1204_cmt_27,post_1204_cmt_28,post_1204_cmt_30,post_1204_cmt_31,post_1204_cmt_32,post_1204_cmt_33,post_1204_cmt_34",Tin tức xã hội
1205,"CÂU CHUYỆN NGHỊ LỰC CỦA CHÀNG TRAI DẮT THEO EM GÁI NHỎ NHỜ CÁC TÌNH NGUYỆN VIÊN TRÔNG GIÚP ĐỂ VÀO THI LỚP 10 ❤️  Chàng trai ấy là Nguyễn Mạnh Đức, khác với các thí sinh khác, Đức thi vào lớp 10 khi đã 19 tuổi, hơn các bạn tận 4 tuổi. Nguyên nhân vì đến lớp 8 gia đình Đức gặp biến cố, sau khi nghỉ học liền 3 năm Đức mới quay lại trường để học tiếp.  Trước đó Đức chỉ là một học sinh khá. không có thành tích nổi bật, nhưng lần trở lại trường Đức dường như thay đổi hoàn toàn. Bằng nghị lực của mình, Đức dành danh hiệu học sinh xuất sắc liền 2 năm sau đó, có lần kiểm tra 3 môn toán, văn, tiếng Anh dẫn đầu toàn trường.  Về câu chuyện đưa theo em gái đi thi, Đức chia sẻ “Nhà có mỗi chiếc xe đạp nên hai anh em bắt xe ôm đi trước kẻo muộn giờ thi, mẹ em túc tắc đạp xe theo sau”. Cũng theo nam sinh này, những lần thi trước đây, em gái nhỏ đều đi theo Đức và ngồi bên ngoài chờ mẹ như vậy.  Theo Tuổi Trẻ #Beatvn","post_1205_cmt_1,post_1205_cmt_2,post_1205_cmt_3,post_1205_cmt_4,post_1205_cmt_5,post_1205_cmt_6,post_1205_cmt_7,post_1205_cmt_8,post_1205_cmt_9,post_1205_cmt_10,post_1205_cmt_11,post_1205_cmt_12,post_1205_cmt_13,post_1205_cmt_14,post_1205_cmt_15,post_1205_cmt_16",Tin tức xã hội
1206,🫠  Credit: Ma Bột Mì #Beatvn,"post_1206_cmt_1,post_1206_cmt_2,post_1206_cmt_3,post_1206_cmt_4,post_1206_cmt_5,post_1206_cmt_6,post_1206_cmt_7,post_1206_cmt_8,post_1206_cmt_9,post_1206_cmt_10,post_1206_cmt_11,post_1206_cmt_12,post_1206_cmt_13,post_1206_cmt_14,post_1206_cmt_15,post_1206_cmt_16,post_1206_cmt_17,post_1206_cmt_18,post_1206_cmt_19,post_1206_cmt_20,post_1206_cmt_21,post_1206_cmt_22,post_1206_cmt_23,post_1206_cmt_24,post_1206_cmt_25,post_1206_cmt_26,post_1206_cmt_27,post_1206_cmt_28,post_1206_cmt_29,post_1206_cmt_30,post_1206_cmt_31,post_1206_cmt_32,post_1206_cmt_33,post_1206_cmt_34,post_1206_cmt_35,post_1206_cmt_36,post_1206_cmt_38",Tin tức xã hội
1207,Về kể k ai tin nhưng mà tự nhiên có nguyên đàn gấu xanh xâm chiếm Công viên Thống Nhất nè mấy bác??? 🤡,"post_1207_cmt_1,post_1207_cmt_2,post_1207_cmt_3,post_1207_cmt_4,post_1207_cmt_5,post_1207_cmt_6,post_1207_cmt_7,post_1207_cmt_8,post_1207_cmt_9,post_1207_cmt_10,post_1207_cmt_11,post_1207_cmt_12,post_1207_cmt_13,post_1207_cmt_14,post_1207_cmt_15,post_1207_cmt_16,post_1207_cmt_18",Tin tức xã hội
1208,4 BÀN.....  TRẬN NÀY NHÌN CHUNG LÀ TINH THẦN THẤP QUÁ :(,"post_1208_cmt_1,post_1208_cmt_2,post_1208_cmt_3,post_1208_cmt_4,post_1208_cmt_5,post_1208_cmt_6,post_1208_cmt_7,post_1208_cmt_8,post_1208_cmt_9,post_1208_cmt_10,post_1208_cmt_11,post_1208_cmt_12,post_1208_cmt_13,post_1208_cmt_14,post_1208_cmt_15,post_1208_cmt_16,post_1208_cmt_17,post_1208_cmt_18,post_1208_cmt_19,post_1208_cmt_20,post_1208_cmt_21,post_1208_cmt_22,post_1208_cmt_23,post_1208_cmt_24,post_1208_cmt_25,post_1208_cmt_26,post_1208_cmt_27,post_1208_cmt_28,post_1208_cmt_29,post_1208_cmt_30,post_1208_cmt_31,post_1208_cmt_32,post_1208_cmt_33,post_1208_cmt_34,post_1208_cmt_35,post_1208_cmt_36,post_1208_cmt_37,post_1208_cmt_38,post_1208_cmt_39,post_1208_cmt_40,post_1208_cmt_41,post_1208_cmt_42,post_1208_cmt_43,post_1208_cmt_44,post_1208_cmt_45,post_1208_cmt_46,post_1208_cmt_47,post_1208_cmt_48,post_1208_cmt_49,post_1208_cmt_50",Tin tức xã hội
1209,"Haizzz, 0-3","post_1209_cmt_1,post_1209_cmt_2,post_1209_cmt_3,post_1209_cmt_4,post_1209_cmt_5,post_1209_cmt_6,post_1209_cmt_7,post_1209_cmt_8,post_1209_cmt_9,post_1209_cmt_10,post_1209_cmt_11,post_1209_cmt_12,post_1209_cmt_13,post_1209_cmt_14,post_1209_cmt_15,post_1209_cmt_16,post_1209_cmt_17,post_1209_cmt_18,post_1209_cmt_19,post_1209_cmt_20,post_1209_cmt_21,post_1209_cmt_22,post_1209_cmt_23,post_1209_cmt_24,post_1209_cmt_25,post_1209_cmt_26,post_1209_cmt_27,post_1209_cmt_28,post_1209_cmt_29,post_1209_cmt_30,post_1209_cmt_31,post_1209_cmt_32,post_1209_cmt_33,post_1209_cmt_34,post_1209_cmt_35,post_1209_cmt_36,post_1209_cmt_37,post_1209_cmt_38,post_1209_cmt_39,post_1209_cmt_40,post_1209_cmt_41,post_1209_cmt_42,post_1209_cmt_43,post_1209_cmt_44,post_1209_cmt_45,post_1209_cmt_46,post_1209_cmt_47,post_1209_cmt_48,post_1209_cmt_49,post_1209_cmt_50",Tin tức xã hội
1210,2 NHÓT RỒI :(  Sai sót của hệ thống phòng ngự nhưng công nhận là Malay bây giờ khác Malay ngày xưa quá :(,"post_1210_cmt_1,post_1210_cmt_2,post_1210_cmt_3,post_1210_cmt_4,post_1210_cmt_5,post_1210_cmt_6,post_1210_cmt_7,post_1210_cmt_8,post_1210_cmt_9,post_1210_cmt_10,post_1210_cmt_11,post_1210_cmt_12,post_1210_cmt_13,post_1210_cmt_14,post_1210_cmt_15,post_1210_cmt_16,post_1210_cmt_17,post_1210_cmt_18,post_1210_cmt_19,post_1210_cmt_20,post_1210_cmt_21,post_1210_cmt_22,post_1210_cmt_23,post_1210_cmt_24,post_1210_cmt_25,post_1210_cmt_26,post_1210_cmt_27,post_1210_cmt_28,post_1210_cmt_29,post_1210_cmt_30,post_1210_cmt_31,post_1210_cmt_32,post_1210_cmt_33,post_1210_cmt_34,post_1210_cmt_35,post_1210_cmt_36,post_1210_cmt_37,post_1210_cmt_38,post_1210_cmt_39,post_1210_cmt_40,post_1210_cmt_41,post_1210_cmt_42,post_1210_cmt_43,post_1210_cmt_44,post_1210_cmt_45,post_1210_cmt_46,post_1210_cmt_47,post_1210_cmt_48,post_1210_cmt_49,post_1210_cmt_50",Tin tức xã hội
1211,1-0 CHO MALAY RỒI :((,"post_1211_cmt_1,post_1211_cmt_2,post_1211_cmt_3,post_1211_cmt_4,post_1211_cmt_5,post_1211_cmt_6,post_1211_cmt_7,post_1211_cmt_8,post_1211_cmt_9,post_1211_cmt_10,post_1211_cmt_11,post_1211_cmt_12,post_1211_cmt_13,post_1211_cmt_14,post_1211_cmt_15,post_1211_cmt_16,post_1211_cmt_17,post_1211_cmt_18,post_1211_cmt_19,post_1211_cmt_20,post_1211_cmt_21,post_1211_cmt_22,post_1211_cmt_23,post_1211_cmt_24,post_1211_cmt_25,post_1211_cmt_26,post_1211_cmt_27,post_1211_cmt_28,post_1211_cmt_29,post_1211_cmt_30,post_1211_cmt_31",Tin tức xã hội
1212,"YAKULT LADY - VIỆC LÀM CHUẨN ""GU"" CHỊ EM PHỤ NỮ! 💃  Có ai giống tui không, hồi còn nhỏ thấy mấy chị Yakult Lady đi trong xóm giao hàng, mà tới bây giờ hơn chục năm rồi cũng vẫn thấy chị ấy đều đặn kéo xe đi mỗi ngày. Sau hỏi thì mới biết lý do khiến chị gắn bó lâu tới zậy😎  🌟 Không cần kinh nghiệm cũng làm được vì sẽ được hướng dẫn và đào tạo bài bản 🌟 Được làm việc trong môi trường mà ai cũng sẵn sàng giúp đỡ và chia sẻ 🌟 Với các chị em bỉm sữa hoặc có gia đình thì vẫn có thể linh hoạt thời gian giữa đi làm và chăm lo cho tổ ấm.  Đặc biệt nha, công việc này còn giúp các chị có đc thu nhập ổn định để chủ động về kinh tế. Nghe xong mới biết sao mấy chị có thể gắn bó lâu tới zậy 😎  Link ứng tuyển tui để ở dưới phần bình luận, chị em tranh thủ ứng tuyển liền tay nha!   #YakultLady #YakultLadyVietNam #TuhaolaYakultLady","post_1212_cmt_1,post_1212_cmt_2,post_1212_cmt_3,post_1212_cmt_4,post_1212_cmt_5,post_1212_cmt_6,post_1212_cmt_7,post_1212_cmt_8,post_1212_cmt_9",Tin tức xã hội
1213,Hoan hô pha cứu thua không khác gì một bàn thắng của Nguyễn Filip !!!,"post_1213_cmt_1,post_1213_cmt_2,post_1213_cmt_3,post_1213_cmt_4,post_1213_cmt_5,post_1213_cmt_6,post_1213_cmt_7,post_1213_cmt_8,post_1213_cmt_9,post_1213_cmt_10,post_1213_cmt_11,post_1213_cmt_12,post_1213_cmt_13,post_1213_cmt_14,post_1213_cmt_15,post_1213_cmt_16,post_1213_cmt_17,post_1213_cmt_18,post_1213_cmt_19,post_1213_cmt_20,post_1213_cmt_21,post_1213_cmt_22,post_1213_cmt_23,post_1213_cmt_24,post_1213_cmt_25,post_1213_cmt_26",Tin tức xã hội
1214,"NGOÀI DẪN ĐẦU XU HƯỚNG, YAMAHA DẪN ĐẦU LUÔN ĐƯỜNG CHẠY VNEXPRESS MARATHON QUY NHƠN 2025 NĂM NAY 🏃  Nhiều năm liên tiếp đồng hành cùng giải VnExpress Marathon, năm nay cũng không ngoại khi Yamaha tiếp tục chạy cùng runners Quy Nhơn ở nhiều cự ly 42km/21km/10km/5km với bộ 3 xe: Yamaha Grande, Yamaha Janus và Yamaha NEO’S.  Các runner đặc biệt này của nhà Ya hội tụ đủ các điểm mạnh từ tiết kiệm nhiên liệu dễ dàng chạy được xa, nhiều tính năng hiện đại và nâng tầm cuộc sống của bạn. Hãy cùng bộ 3 Grande, Janus, NEO’s nâng cao tinh thần thể thao, rèn luyện sức khỏe và lan tỏa những điều tốt đẹp đến cho cộng đồng. Hẹn gặp tất cả mọi người tại thành phố biển xinh đẹp Quy Nhơn nhé!  ⛱ Địa điểm: Thành phố Quy Nhơn, Bình Định ⏰ Thời gian: Racekit: 13 - 14/06/2025 Ngày thi đấu: 15/06/2025","post_1214_cmt_1,post_1214_cmt_2,post_1214_cmt_3,post_1214_cmt_4,post_1214_cmt_5,post_1214_cmt_6,post_1214_cmt_7,post_1214_cmt_8,post_1214_cmt_9,post_1214_cmt_10,post_1214_cmt_11,post_1214_cmt_12,post_1214_cmt_13,post_1214_cmt_14,post_1214_cmt_15,post_1214_cmt_16,post_1214_cmt_17,post_1214_cmt_18,post_1214_cmt_19,post_1214_cmt_20,post_1214_cmt_21,post_1214_cmt_22,post_1214_cmt_23,post_1214_cmt_24,post_1214_cmt_25,post_1214_cmt_26,post_1214_cmt_27,post_1214_cmt_28,post_1214_cmt_29,post_1214_cmt_30,post_1214_cmt_31,post_1214_cmt_32,post_1214_cmt_33,post_1214_cmt_34,post_1214_cmt_35,post_1214_cmt_36,post_1214_cmt_37,post_1214_cmt_38",Tin tức xã hội
1215,"TRUY TÌM ĐỐI TƯỢNG LIÊN QUAN VỤ ÁN LẠM DỤNG TÍN NHIỆM CHIẾM ĐOẠT TÀI SẢN TẠI HÀ NỘI ‼  Công an TP Hà Nội đang phát thông báo truy tìm Đào Văn Dũng (SN 1987, quê quán Ba Vì) – người liên quan đến vụ án xảy ra ngày 20/8/2024 tại phường Thanh Xuân Bắc.  Mặc dù cơ quan điều tra đã ra quyết định truy tìm từ tháng 1/2025, đến nay đối tượng vẫn không có mặt tại nơi cư trú và chưa trình diện theo yêu cầu.  Ai biết thông tin về người này, vui lòng liên hệ ngay Phòng Cảnh sát hình sự – Công an TP Hà Nội (62 Nguyễn Văn Huyên, Cầu Giấy) qua số: 📞 0946.654.845 (gặp Đ/c Hoàng) 📞 0986.519.189 (gặp Đ/c Nghị)  #beatvn","post_1215_cmt_1,post_1215_cmt_2,post_1215_cmt_3,post_1215_cmt_4,post_1215_cmt_5,post_1215_cmt_6,post_1215_cmt_7,post_1215_cmt_8,post_1215_cmt_9,post_1215_cmt_10,post_1215_cmt_11,post_1215_cmt_12,post_1215_cmt_13,post_1215_cmt_14,post_1215_cmt_15,post_1215_cmt_16,post_1215_cmt_17,post_1215_cmt_18,post_1215_cmt_19,post_1215_cmt_20,post_1215_cmt_21,post_1215_cmt_22,post_1215_cmt_23,post_1215_cmt_24,post_1215_cmt_25,post_1215_cmt_26,post_1215_cmt_27,post_1215_cmt_28,post_1215_cmt_29,post_1215_cmt_30,post_1215_cmt_31,post_1215_cmt_32,post_1215_cmt_33,post_1215_cmt_34,post_1215_cmt_35,post_1215_cmt_36,post_1215_cmt_37,post_1215_cmt_38,post_1215_cmt_39,post_1215_cmt_40,post_1215_cmt_41",Tin tức xã hội
