post_id,content,comment_ids
11,"Ông cha ta có câu cố quá thì đừng có gồng Trời nóng quá thì có Gấu Xanh xuất hiện đẩy lùi sự nóng ở Trạm Tươi Mát giữa Công Viên Thống Nhất rồi nè!!!  Tới chơi với Gấu, nhận quà cực cool nhaaaa 😌💚😁  #TraOLongXanh #TeaPlus #MoOLongXanhMoTuoiMat #TramTuoiMat","post_11_cmt_1,post_11_cmt_2,post_11_cmt_3,post_11_cmt_4,post_11_cmt_5,post_11_cmt_6,post_11_cmt_7,post_11_cmt_8,post_11_cmt_9,post_11_cmt_10,post_11_cmt_11,post_11_cmt_12,post_11_cmt_13,post_11_cmt_14,post_11_cmt_15,post_11_cmt_16,post_11_cmt_17,post_11_cmt_18,post_11_cmt_19,post_11_cmt_20,post_11_cmt_21,post_11_cmt_22,post_11_cmt_23,post_11_cmt_24,post_11_cmt_25,post_11_cmt_26,post_11_cmt_27,post_11_cmt_28,post_11_cmt_29,post_11_cmt_30,post_11_cmt_31,post_11_cmt_32,post_11_cmt_33,post_11_cmt_34,post_11_cmt_35,post_11_cmt_36,post_11_cmt_37,post_11_cmt_38,post_11_cmt_39,post_11_cmt_40,post_11_cmt_41,post_11_cmt_42,post_11_cmt_43,post_11_cmt_44,post_11_cmt_45,post_11_cmt_46,post_11_cmt_47,post_11_cmt_48,post_11_cmt_49,post_11_cmt_50"
12,"Mình là con gái, và mình đang chạy xe công nghệ.  Nói thật, chưa bao giờ mình nghĩ có ngày mình chọn công việc này.   Nhưng lúc gia đình gặp khó khăn, em mình đang học dở dang, ba mẹ dưới quê lại bệnh liên tục, mình buộc phải làm điều gì đó - ngay lập tức, để có tiền xoay sở. Vậy là mình đăng ký chạy.  Ngày đầu tiên lên xe, tay chân mình run lẩy bẩy. Vừa lo không quen đường, vừa sợ khách không thoải mái khi thấy tài xế là con gái. Mình tự hỏi: “Liệu mình có trụ nổi không?”  Nhưng rồi mỗi ngày trôi qua, mình học được cách rành đường hơn, biết né giờ kẹt xe, biết khách nào dễ chịu thì trò chuyện cho vui, khách nào im lặng thì chỉ tập trung chạy. Cũng có những hôm trời mưa lạnh buốt, áo mưa rách, người ướt sũng, mình đứng chờ đơn dưới mái hiên, vừa lạnh vừa tủi thân.  Nhiều người bạn mình khi biết mình chạy xe thì ngạc nhiên, có người động viên, có người buông mấy câu kiểu “chạy tạm thôi chứ làm gì được lâu”. Nghe buồn lắm. Nhưng mình không trách ai, vì họ không hiểu.  Chạy xe không hào nhoáng. Mỗi đồng kiếm được là mồ hôi, là nắng gió, là những lần im lặng chịu đựng khi khách khó tính. Nhưng ít nhất, đó là đồng tiền sạch, là công sức thật sự của mình.  Có những hôm mệt muốn gục, nhưng nghĩ tới em mình đang đợi tiền đóng học, tới tháng tới phải trả tiền trọ, là mình lại tự nhủ: cố thêm chút nữa.  Không biết mình sẽ chạy tới bao giờ, nhưng hiện tại, đây là cách để mình sống, để lo cho gia đình, và để giữ lấy chút tự do nhỏ nhoi giữa thành phố chật chội này.","post_12_cmt_1,post_12_cmt_2,post_12_cmt_3,post_12_cmt_4,post_12_cmt_5,post_12_cmt_6,post_12_cmt_7,post_12_cmt_8,post_12_cmt_9,post_12_cmt_10,post_12_cmt_11,post_12_cmt_12,post_12_cmt_13,post_12_cmt_14,post_12_cmt_15,post_12_cmt_16,post_12_cmt_17,post_12_cmt_18,post_12_cmt_19,post_12_cmt_20,post_12_cmt_21,post_12_cmt_22,post_12_cmt_23,post_12_cmt_24,post_12_cmt_25,post_12_cmt_26,post_12_cmt_27,post_12_cmt_28,post_12_cmt_29,post_12_cmt_30,post_12_cmt_31,post_12_cmt_32,post_12_cmt_33,post_12_cmt_34,post_12_cmt_35,post_12_cmt_36,post_12_cmt_37,post_12_cmt_38,post_12_cmt_39,post_12_cmt_40,post_12_cmt_41,post_12_cmt_42,post_12_cmt_43,post_12_cmt_44,post_12_cmt_45,post_12_cmt_46,post_12_cmt_47,post_12_cmt_48,post_12_cmt_49,post_12_cmt_50"
13,"THẬM CHÍ VIDEO GHI LẠI NGƯỜI ĐÀN ÔNG ĐI LẠI BÌNH THƯỜNG SAU VỤ TAI NẠN KINH HOÀNG  Liên quan vụ tai nạn thảm khốc xảy ra tại Ấn Độ hôm nay, phép màu đã xảy ra khi mọi người tìm thấy hành khách sống sót duy nhất trên chuyến bay. Theo India Today, nam hành khách sống sót thần kỳ sau khi nhảy khỏi máy bay.  Đáng nói, trước đó giới chức địa phương đã thông tin rằng không còn ai sống sót sau vụ tai nạn. Việc một người còn sống sót và và có thể đi lại khi chiếc máy bay đã vỡ thành nhiều mảnh khiến mọi người không khỏi kinh ngạc.  Theo Tuổi Trẻ, Mypunepulse #Beatvn","post_13_cmt_1,post_13_cmt_2,post_13_cmt_3,post_13_cmt_4,post_13_cmt_5,post_13_cmt_6,post_13_cmt_7,post_13_cmt_8,post_13_cmt_9,post_13_cmt_10,post_13_cmt_11,post_13_cmt_12,post_13_cmt_13,post_13_cmt_14,post_13_cmt_15,post_13_cmt_16,post_13_cmt_17,post_13_cmt_18,post_13_cmt_19,post_13_cmt_20,post_13_cmt_21,post_13_cmt_22,post_13_cmt_23,post_13_cmt_24,post_13_cmt_25,post_13_cmt_26,post_13_cmt_27,post_13_cmt_28,post_13_cmt_29,post_13_cmt_30,post_13_cmt_31,post_13_cmt_32,post_13_cmt_33,post_13_cmt_34,post_13_cmt_35,post_13_cmt_36,post_13_cmt_37,post_13_cmt_38,post_13_cmt_39,post_13_cmt_40,post_13_cmt_41,post_13_cmt_42,post_13_cmt_43,post_13_cmt_44,post_13_cmt_45,post_13_cmt_46,post_13_cmt_47,post_13_cmt_48,post_13_cmt_49,post_13_cmt_50"
14,"Khi thành phố ngủ yên, Pharmacity vẫn sáng đèn vì sức khỏe của bạn.  Các vấn đề về sức khỏe luôn xảy đến bất ngờ. Dù ban ngày cơ thể vẫn hoạt động bình thường, nhưng đến đêm, các triệu chứng như mệt mỏi, ho, sốt hoặc những biểu hiện khó chịu khác có thể xuất hiện một cách đột ngột.   Pharmacity hiểu rằng, nhu cầu chăm sóc sức khỏe có thể đến bất cứ lúc nào. Vì thế, Pharmacity luôn duy trì các nhà thuốc hoạt động 24/7, để dù là nửa đêm hay sáng sớm, bạn vẫn có nơi tin cậy để tìm đến.   Pharmacity luôn ở đây, như một điểm tựa về sức khỏe, luôn sẵn sàng hỗ trợ kịp thời. Bởi vì với Pharmacity, sức khỏe của bạn không bao giờ là chuyện “để mai tính”. #Pharmacity #so1baoquanthuoc #Pharmacityluonbenban","post_14_cmt_1,post_14_cmt_2,post_14_cmt_3,post_14_cmt_4,post_14_cmt_5,post_14_cmt_6,post_14_cmt_7,post_14_cmt_8,post_14_cmt_9,post_14_cmt_10,post_14_cmt_11,post_14_cmt_12,post_14_cmt_13,post_14_cmt_14,post_14_cmt_15,post_14_cmt_16,post_14_cmt_17,post_14_cmt_18,post_14_cmt_19,post_14_cmt_20,post_14_cmt_21,post_14_cmt_22,post_14_cmt_23,post_14_cmt_24,post_14_cmt_25,post_14_cmt_26,post_14_cmt_27,post_14_cmt_28,post_14_cmt_29,post_14_cmt_30,post_14_cmt_31,post_14_cmt_32,post_14_cmt_33,post_14_cmt_34,post_14_cmt_35,post_14_cmt_36,post_14_cmt_37,post_14_cmt_38,post_14_cmt_39,post_14_cmt_40,post_14_cmt_41,post_14_cmt_42,post_14_cmt_43,post_14_cmt_44,post_14_cmt_45,post_14_cmt_46,post_14_cmt_47,post_14_cmt_48,post_14_cmt_49,post_14_cmt_50"
15,"CHIẾC MÁY BAY LAO VÀO KHU NHÀ ĂN CỦA SINH VIÊN LÚC NHIỀU SINH VIÊN ĐANG ĂN TRƯA  Liên quan đến thảm kịch rơi máy bay ở Ấn Độ chiều nay, chiếc máy bay rơi ngay sau khi cất cánh và đâm thẳng vào khu ký túc xá của Trường Đại học Y BJ Medical College.  Giới chức địa phương cho biết tất cả 242 người thiệt mạng trong vụ rơi máy bay của hãng hàng không Air India tại TP Ahmedabad - Ấn Độ. Cùng với đó thảm kịch này cũng khiến ít nhất 5 sinh viên y thiệt mạng và hàng chục người khác trong ký túc xá bị thương.  Theo Báo Người Lao Động và Báo Lao Động #Beatvn","post_15_cmt_1,post_15_cmt_2,post_15_cmt_3,post_15_cmt_4,post_15_cmt_5,post_15_cmt_6,post_15_cmt_7,post_15_cmt_8,post_15_cmt_9,post_15_cmt_10,post_15_cmt_11,post_15_cmt_12,post_15_cmt_13,post_15_cmt_14,post_15_cmt_15,post_15_cmt_16,post_15_cmt_17,post_15_cmt_18,post_15_cmt_19,post_15_cmt_20,post_15_cmt_21,post_15_cmt_22,post_15_cmt_23,post_15_cmt_24,post_15_cmt_25,post_15_cmt_26,post_15_cmt_27,post_15_cmt_28,post_15_cmt_29,post_15_cmt_30,post_15_cmt_31,post_15_cmt_32,post_15_cmt_33,post_15_cmt_34,post_15_cmt_35,post_15_cmt_36,post_15_cmt_37,post_15_cmt_38,post_15_cmt_39,post_15_cmt_40,post_15_cmt_41,post_15_cmt_42,post_15_cmt_43,post_15_cmt_44,post_15_cmt_45,post_15_cmt_46,post_15_cmt_47,post_15_cmt_48,post_15_cmt_49,post_15_cmt_50"
16,"HOT: VINCOM ĐAN PHƯỢNG - TỔ HỢP VUI CHƠI GIẢI TRÍ LỚN NHẤT PHÍA TÂY HÀ NỘI CHỐT KHỞI CÔNG THÁNG 6 NÀY 🔥🔥🔥  Quá đẽ luôn anh em ơiiiiii. Theo những thông tin mới nhất từ các ae hóng hớt viên của Beat, Vincom Plaza Wonder City - trung tâm thương mại quy mô siêu to khổng lồ hơn 10000 m2 sẽ chính thức khởi công trong tháng 6 này.  Tổ hợp vui chơi của Vincom Đan Phượng sẽ có 5 tầng tiện ích: từ thời trang mỹ phẩm gia dụng, đến khu ẩm thực, vui chơi giải trí và on top là bể bơi 4 mùa mái kính siêu vô cực.  Không cần đi đâu xa, chỉ cần chill tại nhà đó chính là đẳng cấp mà Vinhomes Đan Phượng đang mang tới cho phía Tây của Hà Nội, chỉ biết woww mà thôi!",post_16_cmt_1
17,‼ ẤN ĐỘ: MÁY BAY CHỞ 242 HÀNH KHÁCH RƠI SAU 5 PHÚT CẤT CÁNH  Theo Dân Trí,"post_17_cmt_1,post_17_cmt_2,post_17_cmt_3,post_17_cmt_4,post_17_cmt_5,post_17_cmt_6,post_17_cmt_7,post_17_cmt_8,post_17_cmt_9,post_17_cmt_10,post_17_cmt_11,post_17_cmt_12,post_17_cmt_13,post_17_cmt_14,post_17_cmt_15,post_17_cmt_16,post_17_cmt_17,post_17_cmt_18,post_17_cmt_19,post_17_cmt_20,post_17_cmt_21,post_17_cmt_22,post_17_cmt_23,post_17_cmt_24,post_17_cmt_25,post_17_cmt_26,post_17_cmt_27,post_17_cmt_28,post_17_cmt_29,post_17_cmt_30,post_17_cmt_31,post_17_cmt_32,post_17_cmt_33,post_17_cmt_34,post_17_cmt_35,post_17_cmt_36,post_17_cmt_37,post_17_cmt_38,post_17_cmt_39,post_17_cmt_40,post_17_cmt_41,post_17_cmt_42,post_17_cmt_43,post_17_cmt_44,post_17_cmt_45,post_17_cmt_46,post_17_cmt_47,post_17_cmt_48,post_17_cmt_49,post_17_cmt_50"
18,"Nghe tin trường sĩ quan nhận khoá học 10 ngày cho bé trải nghiệm môi trường quy củ của quân đội, và đây là phản ứng của các phụ huynh 👉👇  Ảnh: Tuổi Trẻ Lục Quân #Beatvn","post_18_cmt_1,post_18_cmt_2,post_18_cmt_3,post_18_cmt_4,post_18_cmt_5,post_18_cmt_6,post_18_cmt_7,post_18_cmt_8,post_18_cmt_9,post_18_cmt_10,post_18_cmt_11,post_18_cmt_12,post_18_cmt_13,post_18_cmt_14,post_18_cmt_15,post_18_cmt_16,post_18_cmt_17,post_18_cmt_18,post_18_cmt_19,post_18_cmt_20,post_18_cmt_21,post_18_cmt_22,post_18_cmt_23,post_18_cmt_24,post_18_cmt_25,post_18_cmt_26,post_18_cmt_27,post_18_cmt_28,post_18_cmt_29,post_18_cmt_30,post_18_cmt_31,post_18_cmt_32,post_18_cmt_33,post_18_cmt_34,post_18_cmt_35,post_18_cmt_36,post_18_cmt_37,post_18_cmt_38,post_18_cmt_39,post_18_cmt_40,post_18_cmt_41,post_18_cmt_42,post_18_cmt_43,post_18_cmt_44,post_18_cmt_45,post_18_cmt_46,post_18_cmt_47,post_18_cmt_48,post_18_cmt_49,post_18_cmt_50"
19,"Người lính cứu hộ giữa đời thường ❤️  Anh Vũ Đình Huy, đội viên cứu hộ mỏ thuộc Trạm Cấp cứu mỏ Cẩm Phả - Trung tâm Cấp cứu mỏ - Vinacomin đang đi tắm biển cùng gia đình thì nghe tiếng gọi lớn: “Anh Huy! Anh Huy cấp cứu mỏ đúng không? Cứu cháu với!”. Người gọi anh là một người quen trong một đơn vị ngành than, người đàn ông ấy đang bế trên tay một cháu bé với vẻ mặt hoảng loạn.  Anh Huy lập tức tiếp cận cháu bé để kiểm tra tình trạng. Cháu bé lúc này trong tình trạng hôn mê, không có phản xạ hô hấp. Anh nhanh chóng đặt cháu nằm ngửa trên nền cát, nới lỏng quần áo, thực hiện sơ cứu bài bản theo quy trình: 3 chu kỳ hô hấp nhân tạo (2 lần hà hơi – 30 lần ép tim).  Sau một loạt thao tác kiên trì, chính xác, cháu có dấu hiệu hô hấp trở lại, nôn ra nước và bật khóc yếu ớt. Tuy nhiên, bằng sự hiểu biết chuyên sâu và kinh nghiệm thực tiễn, anh Huy không dừng lại ngay, mà tiếp tục thực hiện thêm thao tác hỗ trợ hô hấp, bởi trong nhiều ca thực tế, việc ngừng can thiệp sớm có thể khiến nạn nhân tái nguy kịch.  Khi thấy cháu bé bắt đầu ổn định, anh Huy cùng dì ruột của cháu nhanh chóng đưa cháu đến Bệnh viện. Bằng sự hỗ trợ kịp thời, đến chiều hôm sau ngày 11/6, cháu đã qua cơn nguy kịch và sức khoẻ dần ổn định.  Câu chuyện về anh Vũ Đình Huy đã nhấn mạnh rõ ràng tầm quan trọng của việc biết và thực hành đúng kỹ năng hồi sức tim phổi (CPR). CPR không chỉ là một kỹ năng y tế cơ bản mà bất kỳ ai cũng có thể học, mà còn là ""cầu nối"" quan trọng giúp duy trì sự sống trong những tình huống khẩn cấp như đuối nước, ngừng tim hay ngạt thở. Trong nhiều trường hợp, như câu chuyện của cháu bé được cứu sống, vài phút đầu tiên sau khi xảy ra sự cố chính là ""thời gian vàng"" quyết định sự sống còn.  Theo Chiến sĩ ngành than #Beatvn","post_19_cmt_1,post_19_cmt_2,post_19_cmt_3,post_19_cmt_4,post_19_cmt_5,post_19_cmt_6,post_19_cmt_7,post_19_cmt_9,post_19_cmt_10,post_19_cmt_11,post_19_cmt_12,post_19_cmt_13,post_19_cmt_14,post_19_cmt_15,post_19_cmt_16,post_19_cmt_17,post_19_cmt_18,post_19_cmt_19,post_19_cmt_20,post_19_cmt_21,post_19_cmt_22,post_19_cmt_23,post_19_cmt_24"
20,"LÝ DO VÌ SAO CÁC ĐỒNG CHÍ DIỄU BINH ĐI ĐỀU NHƯ MÁY 🧚‍♂️  Đây là một buổi luyện tập để phục vụ cho ngày Quốc Khánh 2/9 năm nay của các chiến sĩ thuộc tổ cờ khối Cảnh sát nhân dân.  Những sợi dây được giăng lên để làm mốc đặt tay và chân, luyện tập dưới thời tiết nắng cháy da, mưa ướt đầu, xa nhà để phục vụ công tác, đấy chính là quá trình rèn luyện gian nan để đổi lại sự hân hoan ngưỡng mộ của nhân dân vào ngày lễ trọng đại của đất nước.  Ông nào ông nấy trông đen nhẻm nhưng nhìn cứ cute là thế nào nhỉ 🤣🤣  Ảnh: Khối nam sĩ quan CSND - A80 #Beatvn","post_20_cmt_1,post_20_cmt_2,post_20_cmt_3,post_20_cmt_4,post_20_cmt_5,post_20_cmt_6,post_20_cmt_7,post_20_cmt_8,post_20_cmt_9,post_20_cmt_10,post_20_cmt_11,post_20_cmt_12,post_20_cmt_13,post_20_cmt_14,post_20_cmt_15,post_20_cmt_16,post_20_cmt_17,post_20_cmt_18,post_20_cmt_19"
21,"TỔNG THỐNG LITVA ĐẾN THĂM CHÍNH THỨC VIỆT NAM BẰNG CHUYÊN CƠ CỦA VIETJET 🇱🇹🇻🇳  Tối 11/6, Tổng thống Litva Gitanas Nauseda và Phu nhân đặt chân đến Hà Nội trên chuyến bay đặc biệt mang số hiệu VJ931 của Vietjet, bắt đầu chuyến thăm chính thức Việt Nam theo lời mời của Chủ tịch nước Lương Cường.  Chuyến bay chuyên cơ do Vietjet vận hành đáp xuống Nội Bài lúc 19h25, được chuẩn bị với tiêu chuẩn cao nhất từ trên không đến mặt đất, bảo đảm an ninh, an toàn tuyệt đối và sự trọng thị cho đoàn lãnh đạo cấp cao.  Tổng thống và Phu nhân đã gửi lời cảm ơn tới phi hành đoàn vì sự đón tiếp chu đáo, thân thiện và chuyên nghiệp.  Vietjet không chỉ đưa người Việt đi muôn nơi, mà giờ còn là hãng bay phục vụ ngoại giao chu đáo, đỉnh nha!","post_21_cmt_1,post_21_cmt_2,post_21_cmt_3,post_21_cmt_4,post_21_cmt_5,post_21_cmt_6,post_21_cmt_7"
22,"Nức lòng game thủ: Cabal Origin VTC chính thức comeback, mời hẳn thợ hát Duy Mạnh làm đại sứ  Khi Cabal lần đầu tiên được phát hành tại Việt Nam đã tạo nên một cú hích lớn với các anh em 8x 9x, thời đấy ra nét cỏ 10 máy thì 8 máy đang solo combo tạch tạch.   Và trong lần trở lại này, VTC đang tạo được sự tin tưởng với cộng đồng khi đầu tư mạnh, chỉn chu, hợp tác với thợ hát Duy Mạnh cùng dàn streamer đình đám Optimus, DJ Chip, Mimosa…  Nói ít hiểu nhiều, anh em vào luôn đê nhở, game mở rồi, biết đâu gặp anh Mạnh đang đi PK 😗  #cabalvtc #cabal #cabalvn","post_22_cmt_1,post_22_cmt_2,post_22_cmt_3,post_22_cmt_4,post_22_cmt_5,post_22_cmt_6,post_22_cmt_7,post_22_cmt_8,post_22_cmt_9,post_22_cmt_10,post_22_cmt_11,post_22_cmt_12,post_22_cmt_13,post_22_cmt_14,post_22_cmt_15,post_22_cmt_16,post_22_cmt_17,post_22_cmt_18,post_22_cmt_19,post_22_cmt_20,post_22_cmt_21,post_22_cmt_22,post_22_cmt_23,post_22_cmt_24,post_22_cmt_25,post_22_cmt_26,post_22_cmt_27"
23,CẬP NHẬT QUÊ QUÁN SAU NGÀY HÔM NAY CỦA AE BEATER Ở ĐÂY NÀO 👇,"post_23_cmt_1,post_23_cmt_2,post_23_cmt_3,post_23_cmt_4,post_23_cmt_5,post_23_cmt_6,post_23_cmt_7,post_23_cmt_8,post_23_cmt_9,post_23_cmt_10,post_23_cmt_11,post_23_cmt_12,post_23_cmt_13,post_23_cmt_14,post_23_cmt_15,post_23_cmt_16,post_23_cmt_17,post_23_cmt_18,post_23_cmt_19,post_23_cmt_20,post_23_cmt_21,post_23_cmt_22,post_23_cmt_23,post_23_cmt_24,post_23_cmt_25,post_23_cmt_26,post_23_cmt_27,post_23_cmt_28,post_23_cmt_29,post_23_cmt_30,post_23_cmt_31,post_23_cmt_32,post_23_cmt_33,post_23_cmt_34,post_23_cmt_35,post_23_cmt_36,post_23_cmt_37,post_23_cmt_38,post_23_cmt_39,post_23_cmt_40,post_23_cmt_41,post_23_cmt_42,post_23_cmt_43,post_23_cmt_44,post_23_cmt_45,post_23_cmt_46,post_23_cmt_47,post_23_cmt_48,post_23_cmt_49,post_23_cmt_50"
24,"TỚI BỘ ĐÀM CŨNG ""BẤT KHẢ THI"", TOM CRUISE VÀ ĐẠO DIỄN TRIỂN NGAY ""NGÔN NGỮ KÝ HIỆU"" ĐỂ QUAY NHIỆM VỤ: BẤT KHẢ THI  Khi xem Nhiệm Vụ: Bất Khả Thi - Nghiệp Báo Cuối Cùng, bạn có bao giờ thắc mắc: làm sao đạo diễn Christopher McQuarrie có thể chỉ đạo Tom Cruise trong lúc anh đang… rơi tự do từ máy bay hay lặn sâu dưới nước - nơi mọi thiết bị liên lạc đều “bó tay”?  Câu trả lời chính là ngôn ngữ ký hiệu. Trong hai phân cảnh khắc nghiệt nhất của phim - một trên không, một dưới nước - cả 2 đã cùng nhau học và phát triển một bộ ký hiệu riêng để có thể trao đổi chính xác về vị trí, hành động và phản ứng ngay trong thời khắc nguy hiểm nhất. Màn phối hợp này không chỉ đòi hỏi sự ăn ý tuyệt đối, mà còn cho thấy mức độ tỉ mỉ và kỷ luật cao độ trong quá trình làm phim.  Có thể nói, không phải phim nào cũng được cả đôi đạo diễn và diễn viên “liều” đến mức này đâu. Anh em phải đặt vé IMAX ngay để thấy những nỗ lực kia tạo nên một tác phẩm ""tuyệt đối điện ảnh"" như nào!","post_24_cmt_1,post_24_cmt_2,post_24_cmt_3,post_24_cmt_4,post_24_cmt_5,post_24_cmt_6,post_24_cmt_7,post_24_cmt_8,post_24_cmt_9,post_24_cmt_10,post_24_cmt_11,post_24_cmt_12,post_24_cmt_13,post_24_cmt_14,post_24_cmt_15,post_24_cmt_16,post_24_cmt_17,post_24_cmt_18,post_24_cmt_19,post_24_cmt_20,post_24_cmt_21,post_24_cmt_22,post_24_cmt_23,post_24_cmt_24,post_24_cmt_25"
25,Vợ không giao việc thì cu em nhảy xe này hỏng hình với anh 😠  Video Sóc Sơn 29 AT News #Beatvn,"post_25_cmt_1,post_25_cmt_2,post_25_cmt_3,post_25_cmt_4,post_25_cmt_5,post_25_cmt_6,post_25_cmt_7,post_25_cmt_8,post_25_cmt_9,post_25_cmt_10,post_25_cmt_11,post_25_cmt_12,post_25_cmt_13,post_25_cmt_14,post_25_cmt_15,post_25_cmt_16,post_25_cmt_17,post_25_cmt_18,post_25_cmt_19,post_25_cmt_20,post_25_cmt_21,post_25_cmt_22,post_25_cmt_23,post_25_cmt_24,post_25_cmt_25,post_25_cmt_26,post_25_cmt_27,post_25_cmt_28,post_25_cmt_29,post_25_cmt_30,post_25_cmt_31,post_25_cmt_32,post_25_cmt_33,post_25_cmt_34,post_25_cmt_35,post_25_cmt_36,post_25_cmt_37,post_25_cmt_38,post_25_cmt_39,post_25_cmt_40,post_25_cmt_41,post_25_cmt_42,post_25_cmt_43,post_25_cmt_44,post_25_cmt_45,post_25_cmt_46,post_25_cmt_47,post_25_cmt_48,post_25_cmt_49,post_25_cmt_50"
26,Những cảnh quay siêu thực này được quay tại Biển vô cực Thái Bình - nơi mà điện thoại quay ngược hay xuôi đều được ☁️ ☀️ 🌊   Video: Đợi Văn #Beatvn,"post_26_cmt_1,post_26_cmt_2,post_26_cmt_3,post_26_cmt_4,post_26_cmt_5,post_26_cmt_6,post_26_cmt_7,post_26_cmt_8,post_26_cmt_9,post_26_cmt_10,post_26_cmt_11,post_26_cmt_12,post_26_cmt_13,post_26_cmt_14,post_26_cmt_15,post_26_cmt_16,post_26_cmt_17,post_26_cmt_18,post_26_cmt_19,post_26_cmt_20,post_26_cmt_21,post_26_cmt_22,post_26_cmt_23,post_26_cmt_24,post_26_cmt_25,post_26_cmt_26,post_26_cmt_27,post_26_cmt_28,post_26_cmt_29,post_26_cmt_30,post_26_cmt_31,post_26_cmt_32,post_26_cmt_33,post_26_cmt_34,post_26_cmt_35,post_26_cmt_36,post_26_cmt_37,post_26_cmt_38,post_26_cmt_39,post_26_cmt_40,post_26_cmt_41,post_26_cmt_42,post_26_cmt_43,post_26_cmt_44,post_26_cmt_45,post_26_cmt_46,post_26_cmt_47,post_26_cmt_48,post_26_cmt_49,post_26_cmt_50"
27,"Deadline dí cỡ nào mà có ""Lựu đỏ 26 tỷ"" này trong tay thì lúc nào chẳng thư thái tinh thần, khỏe re đề kháng 👌 ​  #Probi #Emruotnuotdoi","post_27_cmt_1,post_27_cmt_2,post_27_cmt_3,post_27_cmt_4,post_27_cmt_5"
28,"VINH QUANG CÔNG AN NHÂN DÂN VIỆT NAM - BƯỚC ĐỘT PHÁ TRONG SỰ KIỆN CỦA NHÀ NƯỚC.  Được chỉ đạo bởi Cục Công tác Chính trị – Bộ Công an, lên ý tưởng thực thi và sáng tạo bởi đơn vị tư nhân Zeit Media, chương trình Vinh quang Công an nhân dân Việt Nam đã thực sự đưa hình ảnh lực lượng Công an nhân dân đến gần với nhân dân bằng cách tiếp cận hiện đại, với các trải nghiệm ứng dụng công nghệ mới mẻ, độc đáo.  Hơn 300.000 lượt người tham quan, hơn 35.000 người trực tiếp tại Gala và hơn 800 triệu lượt xem trên mạng xã hội – tất cả điều đó đã minh chứng cho một chiến dịch cấp Nhà nước được làm bằng tâm huyết và tư duy đổi mới đã thành công rực rỡ.  Không quá lời khi nói rằng, Vinh quang Công an nhân dân Việt Nam đã trở thành một dấu mốc đáng nhớ, là tín hiệu cho thấy các cơ quan Nhà nước và đơn vị sáng tạo tư nhân có thể song hành để lan tỏa giá trị lớn của dân tộc bằng những cách thức gần gũi, hiện đại nhất. Mong chờ các sự kiện trọng đại của dân tộc được tổ chức thường xuyên hơn để nhân dân có thể hòa mình vào không khí tự hào này! 🇻🇳 🇻🇳 🇻🇳  #VinhquangCANDVietNam #VinhquangCongannhandanVietNam  #BoCongan #Zeit","post_28_cmt_1,post_28_cmt_2,post_28_cmt_3,post_28_cmt_4,post_28_cmt_5,post_28_cmt_6"
29,"CÁI CHÚNG TÔI THẮC MẮC LÀ CHỒNG CHỊ LÀM THẾ NÀO CÓ THỂ LÀM ĐƯỢC CÁI ĐIỀU MÀ MỌI NGƯỜI ĐÀN ÔNG CHỈ DÁM MƠ VỀ...  Chị T. (SN 1998) mỗi ngày 10 hàng tháng đều phải đưa tiền sinh hoạt cho chồng (SN 1989. Do tháng này lỡ tiêu hết lương nên chị T. nghĩ ra cách giả vờ bị cướp.  Nghĩ là làm, chị đến cơ quan công an trình báo bị 2 thanh niên chặn xe dùng dao cướp 7 triệu đồng và 1 điện thoại di động. Để tăng tính chân thật chị T. còn mang chiếc tay bị thương bởi dao tem đến trình báo 😢  Tuy nhiên thấy lời khai của chị T. có nhiều biểu hiện bất thường, sau khi làm việc cuối cùng chị T. đã phải thừa nhận bịa đặt vụ việc trên. Như vậy không những không thể bịp chồng, chị T. còn bị Công an lập hồ sơ xử lí hành chính về hành vi báo tin giả.  Theo Vietnamnet #Beatvn","post_29_cmt_1,post_29_cmt_2,post_29_cmt_3,post_29_cmt_4,post_29_cmt_5,post_29_cmt_6,post_29_cmt_7,post_29_cmt_8,post_29_cmt_9,post_29_cmt_10,post_29_cmt_11,post_29_cmt_12,post_29_cmt_13,post_29_cmt_14,post_29_cmt_15,post_29_cmt_16,post_29_cmt_17,post_29_cmt_18,post_29_cmt_19,post_29_cmt_20,post_29_cmt_21,post_29_cmt_22,post_29_cmt_23,post_29_cmt_24,post_29_cmt_25,post_29_cmt_26,post_29_cmt_27,post_29_cmt_28,post_29_cmt_29,post_29_cmt_30,post_29_cmt_31,post_29_cmt_32,post_29_cmt_33,post_29_cmt_34,post_29_cmt_35,post_29_cmt_36,post_29_cmt_37,post_29_cmt_38,post_29_cmt_39,post_29_cmt_40,post_29_cmt_41,post_29_cmt_42,post_29_cmt_43,post_29_cmt_44,post_29_cmt_45,post_29_cmt_46,post_29_cmt_47,post_29_cmt_48,post_29_cmt_49,post_29_cmt_50"
